attraction_in,attraction_longitude,attraction_latitude,attraction_in_file,youTubeLinkIds
La Crescenta,-118.2403973,34.2239835,la_crescenta.json,"Tbe1aM6ncnQ,Z4n2HFfEHhs,uMgz_N9jBq4"
Montclair,-117.6897775,34.0775104,montclair.json,"BOLiwhPeuX8,mOmlskl9N68,C3Bi2-P6ex0"
Brea,-117.8888556,33.9170444,brea.json,"jtrF479Dzj4,OJRp4ioyvc4,dcuMxJea7BM"
Yermo,-116.8203126,34.9049849,yermo.json,"RJCMGl8gU8I,eocJNA_WAKY,sm3XEcvwiHE"
Lucerne Valley,-116.9455238,34.4436167,lucerne_valley.json,"mCaU77K8zDQ,5a8894zAPtQ,r8i2M4d5CXs"
Big Bear City,-116.848597753191,34.267886,big_bear_city.json,"lw5NHQeXzpA,knkc5joIM-0,wETgdf9FM-4"
Fawnskin,-116.9425341,34.2680621,fawnskin.json,"W7GO_xWTZAc,bTUmVM99qow,3yYr1-zL_IY"
Big Bear Lake,-116.932209587315,34.253293,big_bear_lake.json,"bTUmVM99qow,k_BBIg83U6U,n1wZJIJNCGg"
Big Bear Region,,,big_bear_region.json,"2GmipPf-Krk,6DmgQhn7zKU,ltvxKi9rEkI"
Running Springs,-117.124877511921,34.2124412,running_springs.json,"9QD0mUIfxHo,Il_KGsw2miI,J1Q2ICd8IF0"
West Covina,-117.9389525,34.0686208,west_covina.json,"dFxWBV3jxWc,qAXqfc2E0vU,57ZDNuakBsQ"
Llano,-122.7944822,38.4116331,llano.json,"oo75DalsVOw,Qw51mPTXDlU,zE5XYbTY2Sk"
Keene,-118.5623116,35.2235728,keene.json,"SB_u2gC5S5o,U_1fyj2CoFU,7bkClnFTYEU"
Tehachapi,-118.4489738,35.1321878,tehachapi.json,"MYjrRML6hm4,pM6bdN6rqJg,3KUqGDzkSTw"
California City,-117.9859037,35.125801,california_city.json,"ghBcyQCXIoo,oi2o2r3Sgc0,bTvr_2v-0HI"
Inyokern,-117.8125673,35.6468991,inyokern.json,"w2Ioq3uBKwk,mSOXOKBmmB8,sD4QwfpoRzU"
Mojave,-118.1739644,35.0524699,mojave.json,"03Ug5sALXVo,a2afCu4xbUo,9Me0jIm_nFk"
Randsburg,-117.659854982562,35.369361,randsburg.json,"TQkUQm4MnX0,BHkDtbcdTEs,Rj8nArxdqWI"
Little Lake,-117.9067407,35.9366136,little_lake.json,"JgoInfWNvDU,n7eLW_V3t6k,WMDaPTcqZ9o"
Essex,-115.2449793,34.7336097,essex.json,"-EDmZTaBqE8,74wzfsTKJqw,oz14WlNe3vA"
Baker,-117.6675603,35.0421963,baker.json,"j_WpD8bKsuU,mYjtpy6vSmc,XtRS1UEIvkE"
Olancha,-117.999811836627,36.270251,olancha.json,"6SgdrE3rZjI,Zq7pouFASNU,0HfWvXs2ZnQ"
Cima,-115.4991601,35.2377644,cima.json,"9hiT6Lsw01c,TuEOVr-HvGY,skwl9axYSIE"
Amboy,-115.744441,34.5577721,amboy.json,"rM77zGtvdSQ,N5jP0Vz04UU,gizmlJvUWTM"
Independence,-118.205130028628,36.821987,independence.json,"vS1T4n3POZQ,Fd2MToyN3HQ,3V2JO24e9P8"
Lone Pine,-118.078359194897,36.583176,lone_pine.json,"cNyGv0Qmdtg,zUwaqzbaoCY,Ol28_Pq9BuY"
Tecopa,-116.216041513761,35.8465745,tecopa.json,"FiZgMgUFHvE,II50HdKDlbY,RXfciVXyU4Y"
Nipton,-115.2722139,35.4666593,nipton.json,"IxlqW6KLbOA,64ZBkuOJPpY,wORFYZswhuA"
Landers,-116.3930702,34.266114,landers.json,"lwW_J0vHOk0,1MJqqU8XcGE,k6DhwFvFXDA"
Newberry Springs,-116.6883643,34.8272104,newberry_springs.json,"kGFte2yG9tE,-48OxQpEmfo,urRwG8g0Lqw"
Shoshone,-116.312487151034,35.948652,shoshone.json,"PlwwOPYt9MY,2vEO27QMl7g,4vZn5G0kvMA"
Rancho Palos Verdes,-118.3707682,33.7483311,rancho_palos_verdes.json,"C1Bej8wDzII,SEYmWwlw3S8,OzN7A6r8jao"
Rolling Hills Estates,-118.3581283,33.7877943,rolling_hills_estates.json,"49qzz2XTJDY,44fbHx7P-t8,ZIIXkHvVcI4"
Palos Verdes Estates,-118.4018129,33.7872386,palos_verdes_estates.json,"H9N7ePfU9aQ,SigyehtZzLc,5QSgPlAMVeI"
Lomita,-118.3195013,33.8036545,lomita.json,"XuoREGL7y3E,yGnLtVW_h24,oJ8OZAoX_Y0"
Torrance,-118.3406287,33.8358492,torrance.json,"7GC1VLmJkWQ,uWIQz_vvx18,gxxDKST5wpI"
San Fernando,-118.4389718,34.2819461,san_fernando.json,"v4JhIZWAR0Q,V2Hjpd0MQuo,H55fDrFxDDk"
Carson,-118.2517546,33.8322043,carson.json,"8jKZ1_O1Cz4,zdcL0QFLDek,XVs8YGYqlno"
Avalon,-118.3272611,33.34221,avalon.json,"psr9j77AewY,QT1YJ8IPb2k,QuKR8fIUi_I"
Carnelian Bay,-120.0818586,39.2268512,carnelian_bay.json,"cqvOZkXr2hU,fDAh0AxoU-M,5dJ21UgHtPo"
Tahoe Vista,-120.051905176108,39.248688,tahoe_vista.json,"fX4ZXwW75mk,M0gY8i1qzyo,fDAh0AxoU-M"
Kings Beach,-120.0227479,39.2438568,kings_beach.json,"pDo9FaxwVTs,Aw28KkLQmzo,_7hZ1YwAomU"
Olympic Valley,-120.2284916,39.1995817,olympic_valley.json,"R2UegEmf2cc,1W_zM7koJy8,kVdjy2e8O4s"
Squaw Valley,-119.2467849,36.7402261,squaw_valley.json,"R2UegEmf2cc,C2d0toHyIVs,VmWIG23RvYo"
Spaulding,-120.0017079,37.505309,spaulding.json,"AZ901Y51byo,iQmPEI6OuHE,bowIU-kkQ68"
Tahoma,-120.1282438,39.0674074,tahoma.json,"DZROXWUCMjQ,j-zczJXSxnw,sy6HDrDUhmQ"
Markleeville,-119.831282157267,38.6671855,markleeville.json,"68ydwtEyIaE,24dcpn80yBE,1gdh0i9_7wA"
Hope Valley,-117.2669824,33.7647418,hope_valley.json,"wjyYHlqJBPI,otNseErEMsA,GZKOV34tnwk"
Lake Tahoe (California),-120.050511752934,39.0888982,lake_tahoe_(california).json,"vwe3QnSVTmU,ITU_WFTzkKg,GLWkMsckmkI"
Twin Bridges,-120.1238444,38.8103726,twin_bridges.json,"oU6uY0ZF788,M4WB6MLDUBo,mElF8sG-MxQ"
Kirkwood,-120.054509797594,38.690863,kirkwood.json,"OvXGh_Pv6qg,ONvcPwE1pDM,sKLyYvYOJBA"
Placerville,-120.7985459,38.7296252,placerville.json,"O7K2-l7-kD8,-89tMr3t9uc,DyX7SZMrhs4"
Camino,-120.6749301,38.7382366,camino.json,"RDfjXj5EGqI,o_8FNem9nF0,eyU3bRy2x44"
Fair Play,-120.6604854,38.5935173,fair_play.json,"AoTw8I2UnKk,UbOKf8FRXR0,7X_MRM7X9S4"
Pollock Pines,-120.577664368816,38.7497125,pollock_pines.json,"Ccbe88FBBQc,MORk4kDTEr0,DyX7SZMrhs4"
Somerset,-121.9911179,41.8523707,somerset.json,"TwhmZ9d35pg,hUjFVa_YQI8,3o3kNPUb2pg"
Plymouth,-120.8446589,38.4818531,plymouth.json,"amzAdq3Fli8,cdOl7M6zVGM,qDr_3t_lRxQ"
Fiddletown,-120.755489,38.5037966,fiddletown.json,"ceiswq6lTmk,5tYH8cv9sSo,Fz4LYeq-aW0"
Coloma,-120.8902159,38.7999014,coloma.json,"d_rJc-O2XF0,-89tMr3t9uc,SMUN93IyUbw"
Lotus,-120.90855,38.801568,lotus.json,"TBcy4OggZ-c,UpYgCihchCs,t3EAlJK1O0s"
Shingle Springs,-120.940276207826,38.671727,shingle_springs.json,"nv9_39dTggU,TRbfKEWzy2c,yZEOjan1l7M"
Drytown,-120.8543815,38.4410213,drytown.json,"6AzrMSPOXhg,N9rgmZCtgAQ,4T7-J1NkbLA"
Lincoln,-121.342391957924,38.8598295,lincoln.json,"9mzSNCRpxDo,hH2RweN0LAA,RkD3OBzQdGc"
El Dorado Hills,-121.059365948901,38.67950505,el_dorado_hills.json,"nv9_39dTggU,L8v7G0HrvOE"
Ione,-120.9327176,38.3526913,ione.json,"XMoNvdFVV9k,gurv1BM50DU,kGFte2yG9tE"
Rescue,-120.9513888,38.7116667,rescue.json,"IZbwOvo35Qg,SdeiUWncZCY,jyZHHuRKivM"
Rocklin,-121.2357827,38.7907339,rocklin.json,"mRGd4FMZNQA,MktInYdkjq0,-6-B7kEWUYI"
Folsom,-121.1760582,38.6779591,folsom.json,"6mVkia6Knhc,73FyWrnEVAs"
Loomis,-121.193004,38.8212889,loomis.json,"rJJz0tFdWJ8,wUnrLM8LCwg"
Newcastle,-121.1332805,38.8740658,newcastle.json,"00syfOiMnqM,v5fXYWHA824,Prw9ZvfXHfI"
Valley Springs,-120.807103832756,38.1847255,valley_springs.json,"nfMNGSXzaQc,lBaO7eus0iE,5fVd8Z94OLY"
Herald,-121.2443918,38.2957474,herald.json,"Htuqu1HjV7g,IkG5bcUQkuI,lgc7uqWcp-w"
Auburn,-121.0739896,38.8945939,auburn.json,"XApPrvs8ypQ,530-HJtLuMI,FT6zUcqu42Y"
Roseville,-121.185878161131,38.72338,roseville.json,"x_rW6e9YghE,Y-zq7h2hYlc"
San Andreas,-120.675382525556,38.1875605,san_andreas.json,"VLToBwIvwkc,Q0Eeh_efAn4,wGsX_aC5SJw"
Acampo,-121.2785587,38.1746398,acampo.json,"f-Vq5cE5AGs,Pvf_x5FczEc,I17ZalORvR8"
Sloughhouse,-121.1938359,38.4957417,sloughhouse.json,"-KpczTb_t9s,Cakjm10BlCw,f7QS_dxmbio"
Granite Bay,-121.185033445684,38.762173,granite_bay.json,"LH-P-wtHXQc,a7Ba5ywtavw,dVTq61kYRSM"
Lodi,-121.387849546574,38.097198,lodi.json,"aj7z1YzW8mQ,t3EAlJK1O0s,vdN1VhgQ6WE"
Gold River,-121.2474744899,38.6248445,gold_river.json,"tyYjFDAwor4,Jnol0CMV3ys,ziTHGolClWs"
Rancho Cordova,-121.3027279,38.5890723,rancho_cordova.json,"9rvfZhYvB1w,pGI8kV5_G40,fHJ9mM5Wqb8"
Citrus Heights,-121.281061,38.7071247,citrus_heights.json,"6RZ1QF-H_xQ,c5pbMoOIfOM"
Fair Oaks,-123.3413983,39.3784978,fair_oaks.json,"6oCoWTxxJYE,5HdaABDp64U,v4EdvR6gJXM"
Sacramento,-121.4943995,38.5815719,sacramento.json,"Yepamxpm8vU,IAdheXqxWk0,_ICrAbFhPT4"
West Sacramento,-121.5302339,38.5804609,west_sacramento.json,"Yepamxpm8vU,_ICrAbFhPT4,IAdheXqxWk0"
Carmichael,-121.32172308683,38.6275665,carmichael.json,"STFWUnKRoMk,503naHgqGMc,pGLoxaWdawg"
Nevada City,-121.0160593,39.2615606,nevada_city.json,"BOTzq5waEho,qfIT_5m-QQo,tyxpkNVvurk"
Grass Valley,-121.053122977412,39.2086655,grass_valley.json,"aN6ushQiM7A,PFmg7nUroDQ,SslGrL3mZ14"
North Highlands,-121.387953718046,38.6710975,north_highlands.json,"paaV3RQP_Q4,J5fcxdC84oM,kWnjI8e6KkM"
Woodland,-121.7733284,38.6786109,woodland.json,"imqWdNQOWGw,CTV10_J7QHI,m10yenBRPPk"
Clarksburg,-121.5271771,38.4204651,clarksburg.json,"dR49SlbKgTg,cZLT2RPrijQ,7u0iiPjlZXA"
Elk Grove,-121.3716177,38.4087993,elk_grove.json,"X_YLWLfH-Ak,Y94WRetHU0U,2S8d0P6zgGM"
Walnut Grove,-121.504773526118,38.2503075,walnut_grove.json,"FYwi-UO_uEI,kfmFbM0uW_A,83o1xqO06eo"
Galt,-121.2999484,38.2546373,galt.json,"GF8ERNlaB6U,GmsHucKeRsc,qCUlNLEQYyw"
Rio Vista,-121.6913438,38.1557502,rio_vista.json,"iz5pQWzrFA4,qQFiBxPxhuw"
Pittsburg,-121.8901231,38.0181745,pittsburg.json,"6VM0SH_3mF0,raxpOwPCwd4,skU4bUp8BR0"
Suisun City,-122.0402439,38.2382474,suisun_city.json,"hy1n6pQcNd4,utlJogQe114,8OQv3zLWnew"
Clayton,-121.9357924,37.9410341,clayton.json,"Gydr-xQkJrk,_Mn9vO1-IMU,2YOPcOzV4h0"
Antioch,-121.8057889,38.0049214,antioch.json,"MeL8YdeQC1I,HkJ-0j49I-w,beOw2y5MCRQ"
Vacaville,-121.9877443,38.3565773,vacaville.json,"scqftFllPe0,GmsHucKeRsc,VA3Q2xfaPME"
Concord,-122.0335623,37.9768525,concord.json,"87uETsrePyM,sOn-0y8Y6XE,1FuyYzIWOq8"
Fairfield,-122.0399662,38.2493581,fairfield.json,"WhpuT-y2S9g,ILaeoXnSgjo,hoQbGs0Zia0"
Foresthill,-120.825400633174,39.0019935,foresthill.json,
Georgetown,-120.830230470459,38.9072855,georgetown.json,"6Xx_l-EgA9M,4GPPjoJLAPQ,Vpw8aaN5eys"
Colfax,-120.940584258093,39.092034,colfax.json,"h04Q9WuuzbU,wcEDZZY6nMk,KPAiey_3oks"
Wheatland,-121.4230132,39.0098947,wheatland.json,"LsZ6ROPQx4w,4WToKJBQG3A,1d7JRPnlYnc"
Sutter,-121.6970879,38.9509675,sutter.json,"IAdheXqxWk0,Yepamxpm8vU,_ICrAbFhPT4"
Yuba City,-121.6169107,39.1404477,yuba_city.json,"VLWkDIEKjxk,kcP_Tk91Teo"
Colusa,-122.2209562,39.1465578,colusa.json,"OnHab_bsRhM,freYj5zTJ1o,5fdjE7YYN_Q"
Butte City,-121.989975,39.4646072,butte_city.json,"ORDB4_FBt0E,oNsEezSXG_w,qC3dwQ58w6E"
Willows,-122.1935309,39.5233276,willows.json,"33vFJ9GB1Pg,lrV-rHl6TMg,K_yFwttPAsY"
Williams,-122.1494186,39.1546137,williams.json,"zqbpdsPZyBc,CVCqiPnP5KI,hzplkXVRnrg"
Marysville,-121.5913515,39.1457247,marysville.json,"ILaeoXnSgjo,F81eQKtdtZE,T5vahhmztnw"
Corning,-122.1791555,39.9276572,corning.json,"LBOCk8HKSvc,6lQ0BKGEkYQ,al7Rhabht3A"
Orland,-122.1911355,39.7471106,orland.json,"oAnEB3ZZ35Q,LfCsOwMc3hk,9XzAbHH57xE"
Oroville,-121.5563589,39.5137752,oroville.json,"qu4ldznD7b8,s0BXEt85dSU,pRGngSVnzuM"
Penn Valley,-121.192636653122,39.1948165,penn_valley.json,"8xUIVpELBgs,Fb-yljTdL_Q,bUt_ZSkqL54"
Vina,-120.11044,36.8805022,vina.json,"wcyptfGDg_s,pVLGwXilJ6Y,skNoslm5jXo"
Chico,-121.8374776,39.7284945,chico.json,"K9-V0CxLPJA,5HNLg2swwzM,q1RFzGKWRqI"
Paradise,-121.6219176,39.7596061,paradise.json,"HnEvsQFHWIc,UcB8EhqP4Uk,Jw37gQlUUOc"
Fallen Leaf,-120.0726845,38.8829632,fallen_leaf.json,"7t3xBqAWLaU,kCyeLJu4jmc,zgn9iof8_VQ"
Signal Hill,-118.1676041,33.8043856,signal_hill.json,"tsXACMdwgA8,vLYyxmZl1hw,CAPWkeqDswA"
Manhattan Beach,-118.4000146,33.8950839,manhattan_beach.json,"ADIld9KsJBA,M_VZ9WVuxI0,SgYedflCuxA"
Downey,-118.1325687,33.9400143,downey.json,"FrCleCjn1eo,Rg1AS_PVBSs,aWpTH6Avrxs"
Lake Los Angeles,-117.840395413977,34.6127395,lake_los_angeles.json,"PCdDZ8RD5k0,Z6qbyzMKNeI,xEfmjaDOHck"
Cloverdale,-123.0172226,38.8054624,cloverdale.json,"W6WrblTk-is,oj6YrR1iNbg,rWujxdxC8sc"
Hopland,-123.1163917,38.9729542,hopland.json,"MS_5PZD2EO0,RSg-x1z6uQw,u4kk0O5Ns1A"
Ukiah,-123.207786,39.1501662,ukiah.json,"MEngOMo6QbI,0Wj4s6itwv4,8RA9X7CV7gM"
Redwood Valley,-123.2044495,39.2654449,redwood_valley.json,"K9-V0CxLPJA,PCdDZ8RD5k0,Li2bzQHGw9o"
Boonville,-123.366111,39.0091667,boonville.json,"0pcRvlaBqzY,qrqa5T8PSdk,qK-7G2Lhfl0"
Comptche,-123.5911223,39.2648954,comptche.json,"polI6vDvqvk,msascvq99cY"
Willits,-123.3555601,39.4096043,willits.json,"EPb9Fr63rBU,N7G6_zafzYU,jynasJ57nFs"
Philo,-123.4450092,39.0657324,philo.json,"XM4VRltE4_U,WP1EBT1_ts0,90NHaAbmsc0"
Mendocino,-123.4126398,39.3176491,mendocino.json,"MEngOMo6QbI,hgGFfApwGNk,0Wj4s6itwv4"
Little River,-123.7883472,39.2707318,little_river.json,"lhsBhZgKguA,zRrJcNCgO_Q,eoMdra_f2kM"
Caspar,-123.8158487,39.3635049,caspar.json,"y32nc7sB9VI,L7oWtfEDWU0,uGKW1TyEwnQ"
Albion,-123.768625,39.2235117,albion.json,"oQI_LVNKAQ8,DW5_Mv29OHA,PjHBy-GtAHE"
Fort Bragg,-123.802699105743,39.4447345,fort_bragg.json,"LqVwTgiXrs4,oqKnTXNrWZs,3pEtBWpPA9E"
Yorkville,-123.2144506,38.8979586,yorkville.json,"oC0wtQQScxU,FY3-6f6cHPk,cr11b1E4ULg"
Freestone,-122.9155515,38.3724152,freestone.json,"5cV9aqNToFI,vvblcA0Ri9w,7b7VRSJBMaM"
Jenner,-123.1155587,38.4496365,jenner.json,"iU3URpUzsk0,6mak45z8jEE,qNHlB7sjU0M"
Sea Ranch,-123.4544531,38.7151899,sea_ranch.json,"SBke8EpBuoo,DODRAplqxrY,2xMoG8XgyzA"
Gualala,-123.529828,38.7674439,gualala.json,"YXFXhuTa71E,xEfmjaDOHck,7oGMMKlnHrU"
Point Arena,-123.6930725,38.908798,point_arena.json,"0XCkoPVWjk8,sLEFoNMGuLo,nBq6Pfzjrvc"
Occidental,-122.931263151282,38.4010855,occidental.json,"uohkFpqNu8k,tByuvfKiw0E,LkKBXej4xr0"
Petaluma,-122.613693402033,38.295411,petaluma.json,"cZnwxD6N6Oo,XjTGAY3SncY"
Novato,-122.568119,38.1061979,novato.json,"meIktVQsi4o,rF32jbgH2J4,y9gByWGeqNQ"
Nicasio,-122.6985974,38.0615885,nicasio.json,"qahb3MNSfo0,aCI1wXH7KBw,rpBwFdClPXY"
Forest Knolls,-121.005225,39.2382274,forest_knolls.json,"vUAISRa_Hxo,RjsgroKAl6s,sGwN00Fvack"
Bolinas,-122.6863732,37.9093702,bolinas.json,"JlDjKfVALMo,EEDym6rPbKU,UQ9QlSbzxRk"
Lagunitas,-122.7022084,38.011312,lagunitas.json,"e49wDoqmHt4,RUw2qmI4ooM,4QUqT9IYDiw"
San Rafael,-122.5310873,37.9735346,san_rafael.json,"aj3bgQb3tFY,lsAi6h93f9A,5_iEHS9NYVs"
San Anselmo,-122.5615031,37.9744323,san_anselmo.json,"525ZMOFnmOs,0qLHmIorCVM,JbtS66VPq9g"
Point Reyes Station,-122.814380617941,38.087933,point_reyes_station.json,"PSbup0wW0go,r8y0W_DosjY"
Ross,-122.5549774,37.9624239,ross.json,"EQevcf1CkQM,VOLJxYuWo4c,Dqq7-YJuHkk"
Olema,-122.7880458,38.0407566,olema.json,"OimAEdj7Qa0,XVok_GUeSk4,Np6xF8dmX0k"
Inverness,-122.845358417249,38.080911,inverness.json,"zAapkGSvebE,ysf2RfTbv-U,rvhd8nXgCSk"
Fairfax,-122.5879673,37.9872935,fairfax.json,"BmwiXgT65dU,33iIPxQCg_4,oHncbi1UzgA"
Marshall,-122.8941618,38.1604766,marshall.json,"xRF66vVO16Y,d3UEsUEO5No,qjanHPgHs_k"
Dillon Beach,-122.95520913129,38.2481035,dillon_beach.json,"nzubwFM1YF8,e53KDAIVc4s,VOZ0XuNlR2Q"
Tomales,-122.906304510241,38.2468075,tomales.json,"ZOUB-Xkl5c4,xEfmjaDOHck,EOi1WYStaV0"
Orinda,-122.1796887,37.8771476,orinda.json,"c_WEWZlaBlE,TcJ1CFhX5Vw,wc-9aQZ7OE8"
Berkeley,-122.2728638,37.8708393,berkeley.json,"lh4b6D14pAs,bA9k2E0FsTE,ifv_ktmbMUk"
Emeryville,-122.2865265,37.8314089,emeryville.json,"FmefDD_xVDo,0yqXRW6fw98,SmzCSzaprVQ"
Albany,-122.2977474,37.88687,albany.json,"Oc60tzQxkpM,LtNI_rxQYYQ,4SdzKgCOa-0"
El Cerrito,-122.3014109,37.9154056,el_cerrito.json,"2NPQYNg7RTY,Hbt_Af5mfTM,BJWv7FtWJtE"
Richmond,-122.3477485,37.9357576,richmond.json,"FvPBhrxp-x4,ZqIcxXbukWs,7ngHhWAFzBc"
El Sobrante,-122.2949893,37.9774476,el_sobrante.json,"d72eUpT0zwc,nPERLX3dg-A,I5x9LxH2d08"
Hercules,-122.2885807,38.0171441,hercules.json,"wkIHb0w51w8,K3HhTsBRfXI,YVMLueil9jA"
San Pablo,-122.3455262,37.9621457,san_pablo.json,"adcKWvSewIc,Il_KGsw2miI,oPDGfYCqDYM"
Pacheco,-122.0752412,37.9835332,pacheco.json,"Crm_YngYG9g,i-d6aedt8vE,T8NR_PPJXJU"
Lafayette,-122.11802,37.8857582,lafayette.json,"ZXmk9Jp23U4,6l_DJx4izSY,8YMd9mxQf18"
